user_id,avg_memory,wall_clock,system_time,blanks,compiler_version,language,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,compile_error_msg,run_error_msg,max_RAM,user_time
InhaKorean,-,-,-,9,2.7,Python,54,-,0,-,-,1,4,-,-,2345,-,File or Dir not found,-,-
InnoVator54,0,0.00,0.00,3,-,C++,55,0,1,0,0,127,2,0,0,-,Unknown error,Command not found,1440,0.00
Inspector97,0,7.33,3.22,4,-,C++,60,0,0,0,0,0,0,137624,0,42776,-,-,2488,4.10
IohcEjnim,0,0.00,0.00,4,-,C++,35,0,0,0,0,0,0,0,0,8128,-,-,2316,0.00
Iskandar,0,0.00,0.00,21,-,C++,128,0,0,0,0,0,4,0,0,33648,-,-,2592,0.00
IvL,0,0.02,0.00,5,-,C++,45,0,0,0,0,0,1,0,0,8144,-,-,2372,0.02
JackDamei,0,0.04,0.00,19,-,Java,53,0,0,0,0,1,22,64,0,2041,-,java,21336,0.04
Jaek,0,0.04,0.00,11,-,Java,32,0,0,0,0,1,0,64,0,1072,-,java,21428,0.04
JanCK,-,-,-,23,-,Java,80,-,1,-,-,-1,14,-,-,-,cannot find symbol,-,-,-
Jarjar,-,-,-,9,-,C#,83,-,1,-,-,-1,0,-,-,-,: Program `Problem.exe' does not contain a static `Main' method suitable for an ,-,-,-
Jarlaxle,-,-,-,8,-,Java,88,-,0,-,-,-15,0,-,-,2375,-,Timeout,-,-
JashanGoyal,0,0.01,0.00,0,2.7,Python,27,0,0,0,0,0,1,8,0,904,-,-,6700,0.00
JasonShao8,0,0.01,0.00,6,2.7,Python,27,8,0,0,0,0,0,0,0,1068,-,-,6932,0.01
Jasontsh,0,0.08,0.00,6,-,Java,48,0,0,0,0,0,1,64,0,1600,-,-,24860,0.07
Jawnan,0,0.04,0.00,6,-,Java,76,0,0,0,0,1,0,64,0,2908,-,jav,21640,0.04
JayYe,0,0.00,0.00,4,-,C++,51,0,0,0,0,0,0,944,0,8568,-,-,2348,0.00
Jayam,0,0.00,0.00,3,-,C++,34,0,0,0,0,0,0,0,0,16584,-,-,2580,0.00
JdPL,0,0.00,0.00,4,-,C++,43,0,1,0,0,127,0,0,0,-,Unknown error,Command not found,1424,0.00
Jeoygin,0,0.54,0.01,34,-,Java,195,0,0,0,0,0,0,64,0,798,-,-,58660,0.53
Jethol,-,-,-,9,3.5,Python,65,-,0,-,-,1,13,-,-,3027,-,ImportError,-,-
Jhamra,-,-,-,11,-,C++,44,-,0,-,-,-15,0,-,-,25128,-,Timeout,-,-
Jianzhi,0,0.00,0.00,24,-,C++,60,0,0,0,0,0,0,0,0,28552,-,-,2496,0.00
Jinchun,0,0.08,0.00,8,-,Java,53,0,0,0,0,0,4,72,0,1919,-,-,30304,0.07
Jinming,0,0.00,0.00,7,-,C++,38,0,0,0,0,0,0,0,0,38552,-,-,2724,0.00
Jinseong,0,0.62,0.02,13,-,C++,50,0,0,0,0,0,2,137168,0,7904,-,-,2212,0.59
JoaoM,0,0.00,0.00,9,-,C++,43,0,0,0,0,0,0,0,0,10960,-,-,2600,0.00
John159151,0,0.00,0.00,0,-,C++,70,0,0,0,0,0,6,0,0,10184,-,-,2612,0.00
JohnH,0,0.05,0.00,15,-,Java,62,0,0,0,0,0,7,64,0,1566,-,-,23336,0.04
JokerDk,-,-,-,8,2.7,Python,23,-,0,-,-,1,5,-,-,1635,-,File or Dir not found,-,-
Joost,0,2.20,0.00,6,2.7,Python,30,0,0,0,0,0,1,8,0,1603,-,-,6884,2.19
JulianNeeleman,-,-,-,7,-,C++,64,-,1,-,-,-1,5,-,-,-,No such file or directory,-,-,-
Jungyhuk,0,0.00,0.00,7,-,C++,58,0,0,0,0,0,0,0,0,10136,-,-,2684,0.00
Kanslulz,0,0.00,0.00,8,-,C++,57,0,0,0,0,0,2,0,0,43888,-,-,2348,0.00
Karian,0,0.04,0.00,8,-,Java,42,0,0,0,0,1,7,64,0,1676,-,java.lang.Arra,21408,0.04
KarlisS,0,0.05,0.00,8,-,C++,59,0,0,0,0,0,0,0,0,9864,-,-,2696,0.05
Kaseo,0,0.00,0.00,15,-,C++,69,0,0,0,0,0,2,0,0,33456,-,-,2732,0.00
Kawazoe,-,-,-,8,-,C++,90,-,1,-,-,-1,2,-,-,-,No such file or directory,-,-,-
KayHeu,-,-,-,0,-,C++,70,-,0,-,-,-15,4,-,-,9960,-,Timeout,-,-
Kectavi,0,0.03,0.02,11,-,C++,66,0,0,0,0,0,0,944,0,22552,-,-,2632,0.01
KennyKwok,-,-,-,20,-,C,121,-,1,-,-,-1,8,-,-,-,No such file or directory,-,-,-
Kenrick95,0,0.00,0.00,5,-,C++,41,0,0,0,0,0,10,0,0,16784,-,-,2616,0.00
Kepnu4,0,0.01,0.00,6,3.5,Python,18,0,0,0,0,0,0,0,0,818,-,-,7684,0.00
Khagan,0,0.00,0.00,4,-,C++,56,0,0,0,0,0,1,0,0,12552,-,-,2284,0.00
KhaotiK,0,0.01,0.00,5,3.5,Python,36,0,0,0,0,0,4,0,0,-,-,-,8648,0.01
Kivi239,0,0.00,0.00,12,-,C++,72,0,0,0,0,0,0,0,0,9912,-,-,2644,0.00
Klockan,-,-,-,2,-,C++,86,-,1,-,-,-1,0,-,-,-,Unknown error,-,-,-
Kmcode,0,0.00,0.00,1,-,C++,59,0,0,0,0,0,1,0,0,10128,-,-,2544,0.00
Kompu,0,0.00,0.00,2,-,C++,73,0,0,0,0,0,5,0,0,25392,-,-,2636,0.00
Koyaah,0,0.06,0.00,20,-,Java,83,0,0,0,0,0,4,72,0,2995,-,-,24724,0.06
Kozyr,0,0.00,0.00,19,-,C++,58,0,0,0,0,0,14,0,0,24304,-,-,2400,0.00
Krey,0,0.68,0.00,5,-,C++,50,0,0,0,0,0,5,0,0,11216,-,-,2456,0.68
Krig,0,0.00,0.00,16,-,C++,97,0,0,0,0,0,11,0,0,36616,-,-,2528,0.00
Kuchumov,0,0.00,0.00,12,-,C++,58,0,0,0,0,0,0,0,0,13288,-,-,2584,0.00
KuoE0,0,0.00,0.00,16,-,C++,52,0,0,0,0,0,6,0,0,31864,-,-,2760,0.00
Kutso,0,0.00,0.00,8,-,C++,57,0,0,0,0,0,0,0,0,24408,-,-,2376,0.00
Kyugo,0,0.00,0.00,13,-,C++,67,0,0,0,0,0,3,0,0,26416,-,-,2404,0.00
LCM,0,0.00,0.00,2,-,C++,27,0,0,0,0,0,0,0,0,8104,-,-,2284,0.00
LMH,0,0.00,0.00,2,-,C++,48,0,0,0,0,0,0,0,0,9592,-,-,2408,0.00
LSC,0,0.00,0.00,1,-,C++,32,0,0,0,0,0,0,0,0,21696,-,-,2380,0.00
LYW,0,0.00,0.00,5,-,C++,28,0,0,0,0,0,0,0,0,7392,-,-,2408,0.00
Labib666,0,0.16,0.00,24,-,C++,68,0,0,0,0,0,11,0,0,32344,-,-,2620,0.16
LaszloB,0,0.01,0.00,15,2.7,Python,58,0,0,0,0,0,3,8,0,1934,-,-,6796,0.00
LazyAnna,0,0.00,0.00,2,-,C++,51,0,0,0,0,0,2,0,0,9912,-,-,2480,0.00
LeChuck,0,0.05,0.01,20,-,Java,55,0,0,0,0,0,13,72,0,2258,-,-,23428,0.04
LeartS,0,0.01,0.00,2,2.7,Python,18,8,0,0,0,0,2,0,0,949,-,-,6712,0.00
LeoMao,0,0.01,0.00,6,3.5,Python,20,0,0,0,0,0,1,0,0,1015,-,-,7832,0.00
Leon14,-,-,-,24,-,C++,52,-,1,-,-,-1,3,-,-,-,No such file or directory,-,-,-
LeonardoXavier,-,-,-,28,System.Numerics,C#,164,-,0,-,-,1,0,-,-,7168,""": Unexpected symbol `",'," expecting ` ' or `}' /home/useruser/datacollection/solu""",: System.IO.DirectoryNotFoundException
Leonid,0,0.00,0.00,3,-,C++,52,0,0,0,0,0,3,0,0,28928,-,-,2576,0.00
LevinLMKwong,0,0.00,0.00,0,-,C,41,0,0,0,0,0,0,0,0,7848,-,-,1388,0.00
LiJiancheng,0,0.00,0.00,3,-,C++,54,0,0,0,0,0,1,0,0,9928,-,-,2680,0.00
LiYanliang,0,0.00,0.00,5,-,C++,39,0,0,0,0,0,0,0,0,10072,-,-,2460,0.00
Lia,0,0.00,0.00,5,-,C++,42,0,0,0,0,0,0,0,0,9608,-,-,2136,0.00
LibreDan,-,-,-,15,-,C++,83,-,0,-,-,-15,2,-,-,43912,-,Timeout,-,-
LiuHuang,-,-,-,4,-,C++,59,-,0,-,-,-15,1,-,-,28968,-,Timeout,-,-
Lokeshh,0,0.03,0.00,4,2.7,Python,33,8,0,0,0,0,1,0,0,1755,-,-,6760,0.03
Lowik,-,-,-,10,2.7,Python,54,-,0,-,-,1,0,-,-,2588,-,ValueError,-,-
Luccan,0,0.00,0.00,1,2.7,Python,57,0,0,0,0,0,9,8,0,2160,-,-,6788,0.00
Lukasz,0,0.49,0.00,16,-,C#,62,0,0,0,0,0,0,0,0,4608,-,-,15520,0.47
MEDITATE,0,1.80,0.11,3,-,C++,70,0,0,0,0,0,9,137200,0,11312,-,-,2612,1.41
MGLC,0,0.00,0.00,7,-,C++,33,0,0,0,0,0,3,0,0,7704,-,-,2256,0.00
MNov,0,0.01,0.00,14,2.7,Python,99,8,0,0,0,0,6,0,0,7067,-,-,8260,0.00
MSPA,0,0.00,0.00,9,-,C++,53,0,0,0,0,0,0,0,0,9976,-,-,2600,0.00
Mahmoudian,0,0.63,0.00,0,-,C++,36,0,0,0,0,0,1,8,0,11400,-,-,2516,0.62
MajesticUnicorn,0,0.04,0.00,9,-,Java,90,0,0,0,0,1,3,64,0,2024,-,java,21692,0.03
Maksud,0,0.03,0.00,36,-,C++,118,0,0,0,0,0,7,8,0,10128,-,-,2692,0.02
Maleo,-,-,-,18,-,C#,76,-,1,-,-,-1,0,-,-,-,: The type or namespace name `ITestCase' could not be found. Are you missing an ,-,-,-
Malvolio,0,0.04,0.00,8,-,Java,57,0,0,0,0,1,2,64,0,2310,-,java,21556,0.03
Manatee,0,0.00,0.00,4,-,C++,34,0,0,0,0,0,0,0,0,9848,-,-,2588,0.00
Mandelbratwurst,0,0.01,0.00,18,2.7,Python,60,0,0,0,0,0,5,8,0,2458,-,-,6792,0.00
Marche,-,-,-,7,3.5,Python,42,-,0,-,-,-15,1,-,-,-,-,Timeout,-,-
Marev,0,0.00,0.00,5,-,C++,48,0,0,0,0,0,0,0,0,10192,-,-,2512,0.00
MarioYC,0,0.00,0.00,11,-,C++,38,0,0,0,0,0,0,0,0,8536,-,-,2700,0.00
MaryN,-,-,-,2,-,C++,45,-,1,-,-,-1,2,-,-,-,No such file or directory,-,-,-
Mastojun,-,-,-,18,-,C++,61,-,0,-,-,-15,0,-,-,32208,-,Timeout,-,-
MatRush,-,-,-,3,-,C++,38,-,1,-,-,-1,1,-,-,-,not declared,-,-,-
MathProgrammer,0,0.00,0.00,7,2.7,Python,27,0,0,0,0,0,4,8,0,1024,-,-,6784,0.00
Mathon,0,0.00,0.00,11,-,C++,53,0,0,0,0,0,1,8,0,9464,-,-,2264,0.00
MatiaCo,0,0.00,0.00,21,-,C++,51,0,0,0,0,0,6,0,0,10016,-,-,2508,0.00
Matjaz,0,0.00,0.00,21,-,C++,49,0,0,0,0,0,0,0,0,20616,-,-,2696,0.00
MattDaws,0,0.01,0.00,3,3.5,Python,28,0,0,0,0,0,4,0,0,1535,-,-,7976,0.01
MattiasDC,0,0.08,0.00,10,-,Java,77,0,0,0,0,0,0,72,0,2780,-,-,25340,0.08
Mattis,0,0.08,0.00,6,-,Java,46,0,0,0,0,0,4,72,0,1720,-,-,25472,0.08
MaxKU,0,0.00,0.00,4,-,C++,55,0,0,0,0,0,0,0,0,17248,-,-,2616,0.00
MaxPlus314,0,0.00,0.00,4,-,C++,33,0,0,0,0,0,0,0,0,10256,-,-,2468,0.00
MaximM,0,0.00,0.00,5,-,C++,45,0,0,0,0,0,0,0,0,7688,-,-,2340,0.00
MayankRastogi,0,0.00,0.00,4,-,C++,54,0,0,0,0,0,9,0,0,17928,-,-,2636,0.00
Melegy,0,0.73,0.01,10,2.7,Python,40,0,0,0,0,0,0,8,0,2151,-,-,22180,0.71
Meltykiss,0,0.00,0.00,3,2.7,Python,46,0,0,0,0,0,0,8,0,1189,-,-,6604,0.00
Messyidea,0,0.00,0.00,2,-,C++,72,0,0,0,0,0,10,0,0,44416,-,-,2540,0.00
Miceren,0,0.00,0.00,3,-,C++,34,0,0,0,0,0,0,0,0,16360,-,-,2320,0.00
Milanin,0,0.00,0.00,0,-,C++,47,0,0,0,0,0,0,0,0,9712,-,-,2608,0.00
MinWoo,-,-,-,11,-,C++,69,-,0,-,-,-15,5,-,-,60768,-,Timeout,-,-
MirceaT,0,0.88,0.02,4,-,C++,60,0,0,0,0,0,1,137232,0,11072,-,-,2404,0.85
Moonbay,0,0.00,0.00,1,-,C++,67,0,0,0,0,0,5,0,0,17728,-,-,2604,0.00
Mosa,0,0.00,0.00,6,-,C++,59,0,0,0,0,0,0,944,0,23352,-,-,2748,0.00
MottyP,0,0.01,0.00,3,2.7,Python,25,8,0,0,0,0,0,0,0,1257,-,-,6684,0.00
MrBearUA,0,0.00,0.00,25,-,C++,52,0,0,0,0,0,8,0,0,17888,-,-,2376,0.00
Mudream,0,0.00,0.00,4,-,C++,47,0,0,0,0,0,0,0,0,19944,-,-,2344,0.00
Myth5,0,0.00,0.00,5,-,C++,46,0,0,0,0,0,0,0,0,10064,-,-,2484,0.00
NGG,-,-,-,5,-,C++,76,-,0,-,-,-15,0,-,-,38232,-,Timeout,-,-
NVAL,0,0.00,0.00,9,-,C++,62,0,0,0,0,0,2,0,0,9952,-,-,2628,0.00
NaN,0,0.01,0.00,1,3.5,Python,65,0,0,0,0,0,0,0,0,-,-,-,7624,0.00
NauT1LuS,0,0.27,0.02,20,-,Java,89,0,0,0,0,0,8,64,0,3725,-,-,61700,0.24
NeroSiegfried,0,0.01,0.00,1,2.7,Python,13,8,0,0,0,0,0,8,0,-,-,-,6752,0.00
Neroysq,0,0.00,0.00,2,-,C++,40,0,0,0,0,0,2,0,0,16712,-,-,2704,0.00
Netdex,0,0.09,0.00,13,-,Java,63,0,0,0,0,0,1,72,0,2721,-,-,26004,0.08
Neverauskas,-,-,-,10,-,C#,121,-,0,-,-,1,0,-,-,5120,""": Unexpected symbol `)'"," expecting ` ' or `}' /home/useruser/datacollection/solu""",: System.IO.FileNotFoundException,-
Neverous,0,0.99,0.00,11,-,C++,52,0,0,0,0,0,4,0,0,17728,-,-,2424,0.98
Newen,0,0.01,0.00,5,2.7,Python,27,0,0,0,0,0,0,0,0,897,-,-,6828,0.00
Nib,0,0.00,0.00,1,-,C++,49,0,0,0,0,0,0,0,0,17584,-,-,2608,0.00
Niketeen,0,0.02,0.01,17,-,C++,98,0,0,0,0,0,1,0,0,35408,-,-,2580,0.00
NikitaD,0,0.00,0.00,23,-,C++,71,0,0,0,0,0,1,0,0,33344,-,-,2424,0.00
NikolayKochetov,0,0.00,0.00,8,-,C++,77,0,1,0,0,127,1,0,0,-,Unknown error,Command not found,1392,0.00
NoNo,0,0.00,0.00,3,-,C++,64,0,0,0,0,0,0,0,0,10104,-,-,2320,0.00
Novemura,0,0.01,0.00,2,2.7,Python,43,8,0,0,0,0,5,0,0,1746,-,-,6580,0.00
Nullard,0,0.01,0.00,9,2.7,Python,54,8,0,0,0,0,17,8,0,2129,-,-,6972,0.00
NutZ,0,0.01,0.00,19,-,C++,113,0,0,0,0,0,1,8,0,30080,-,-,2580,0.00
OcoToOo,0,4.41,3.09,11,-,C++,85,0,0,0,0,0,2,137496,0,34888,-,-,2604,1.04
Oenothera,0,0.00,0.00,13,-,C++,46,0,1,0,0,127,0,0,0,-,Unknown error,Command not found,1416,0.00
OneTouchFinish,0,0.00,0.00,0,-,C++,90,0,0,0,0,0,0,0,0,40224,-,-,2652,0.00
Orangerobber,0,0.01,0.00,7,2.7,Python,22,8,0,0,0,0,1,0,0,887,-,-,6656,0.00
Orlangur,0,0.03,0.00,4,-,C#,51,0,0,0,0,0,0,0,0,4608,-,-,11044,0.02
Oroko,0,0.00,0.00,2,-,C++,35,0,0,0,0,0,0,0,0,8552,-,-,2672,0.00
Oswald,-,-,-,0,-,C#,84,-,0,-,-,1,10,-,-,4608,-,: System.IO.FileNotFoundException,-,-
PASTor,0,0.01,0.00,15,2.7,Python,25,8,0,0,0,0,8,0,0,1020,-,-,8280,0.01
PGoerlach,0,0.00,0.00,16,-,C++,73,0,0,0,0,1,14,0,0,20360,-,Unknown,2636,0.00
PHX,-,-,-,18,-,Java,58,-,1,-,-,-1,7,-,-,-,Unknown error,-,-,-
PNG,0,0.08,0.00,14,-,Java,54,0,0,0,0,0,0,72,0,1526,-,-,30144,0.08
PageNotFound,0,0.00,0.00,7,2.7,Python,37,0,0,0,0,0,1,8,0,1935,-,-,6616,0.00
PattyHuang,0,0.01,0.00,1,2.7,Python,28,8,0,0,0,0,0,0,0,865,-,-,6640,0.00
PavelChadnov,0,1.82,0.02,15,-,Java,81,0,0,0,0,0,2,64,0,2916,-,-,157728,1.80
Pep,-,-,-,58,-,Java,242,-,0,-,-,-1,8,-,-,4521,-,-,-,-
Peti,0,0.00,0.00,4,-,C++,32,0,0,0,0,0,0,0,0,28192,-,-,2588,0.00
Pewfangirl,-,-,-,5,2.7,Python,18,-,0,-,-,1,0,-,-,779,-,IndexError,-,-
PhuongLan,0,0.00,0.00,8,-,C++,38,0,0,0,0,0,0,0,0,17960,-,-,2608,0.00
Pierroteknik,0,0.00,0.00,4,-,C,45,0,0,0,0,0,4,0,0,7584,-,-,1432,0.00
Poor,0,0.00,0.00,12,-,C++,81,0,0,0,0,0,2,0,0,22936,-,-,2488,0.00
Pranet,0,0.00,0.00,6,-,C++,72,0,0,0,0,0,2,8,0,15688,-,-,2596,0.00
PreNa,0,0.02,0.00,8,-,C++,63,0,0,0,0,0,0,0,0,11760,-,-,2628,0.00
Pred4c3,0,0.01,0.00,2,3.5,Python,20,0,0,0,0,0,0,0,0,-,-,-,7692,0.00
Prim,0,0.00,0.00,6,-,C++,45,0,0,0,0,0,4,0,0,33960,-,-,2484,0.00
ProjectZero,0,0.00,0.00,11,-,C++,64,0,0,0,0,0,2,0,0,40136,-,-,2656,0.00
Prowindy,0,0.10,0.00,7,-,C++,70,0,0,0,0,0,1,0,0,10072,-,-,2580,0.10
PurpleHeart,0,0.14,0.00,8,-,C++,50,0,0,0,0,0,0,0,0,8256,-,-,2268,0.13
QPHutu,0,0.00,0.00,6,-,C++,62,0,0,0,0,0,0,0,0,10360,-,-,2672,0.00
QuangHuynh,0,0.00,0.00,3,-,C++,44,0,0,0,0,0,0,0,0,18296,-,-,2572,0.00
Quy,0,0.04,0.00,6,-,Java,81,0,0,0,0,1,5,64,0,1202,-,-,21332,0.04
Qwaz,0,0.00,0.00,12,-,C++,32,0,0,0,0,0,0,8,0,9296,-,-,2368,0.00
RLM,0,0.35,0.00,4,-,C++,71,0,0,0,0,0,7,0,0,49344,-,-,2644,0.34
RRichard,0,0.00,0.00,2,-,C++,51,0,0,0,0,0,0,8,0,10448,-,-,2484,0.00
Ra8,0,0.00,0.00,1,-,C++,66,0,0,0,0,0,2,8,0,25384,-,-,2496,0.00
RahulBhati,0,0.00,0.00,11,-,C++,61,0,0,0,0,134,5,0,0,11536,-,underflow error reading the file,2472,0.00
Raiker,0,0.00,0.00,16,-,C++,45,0,0,0,0,0,0,0,0,30568,-,-,2496,0.00
Rajnikanth,0,0.01,0.00,2,2.7,Python,32,8,0,0,0,0,0,0,0,1070,-,-,6956,0.01
RaresCristian,0,0.00,0.00,21,-,C++,56,0,0,0,0,0,3,0,0,18688,-,-,2464,0.00
Rasmus,0,0.00,0.00,5,-,C++,70,0,0,0,0,0,2,0,0,28424,-,-,2560,0.00
Rasto,0,1.96,0.00,5,2.7,Python,28,8,0,0,0,0,1,0,0,1752,-,-,6924,1.96
Ratmir15,0,0.04,0.00,10,-,Java,243,0,0,0,0,1,6,64,0,5220,-,java,21352,0.03
Raynger,0,3.68,0.00,3,3.5,Python,21,0,0,0,0,0,2,0,0,907,-,-,7664,3.68
ReaverSe,0,0.00,0.00,13,-,C,37,0,0,0,0,139,0,0,0,7704,-,Segmentation fault,1436,0.00
Retrograd,-,-,-,19,-,C++,63,-,0,-,-,-15,0,-,-,10128,-,Timeout,-,-
Riv,-,-,-,28,-,C++,120,-,0,-,-,-15,3,-,-,52824,-,Timeout,-,-
RogerB,0,0.04,0.00,2,-,Java,81,0,0,0,0,1,4,64,0,2651,-,java,21312,0.04
Ronnoc,0,0.06,0.00,2,-,C++,74,0,0,0,0,0,1,944,0,40040,-,-,2728,0.06
RuslanGatin,0,0.01,0.00,12,-,C++,109,0,0,0,0,0,3,0,0,11096,-,-,2448,0.00
Ryan,0,2.73,0.06,11,-,Java,62,0,0,0,0,0,0,64,0,1756,-,-,283612,2.66
Rysiek,0,0.00,0.00,10,-,C++,37,0,0,0,0,0,5,0,0,10200,-,-,2260,0.00
Ryzhkov,0,0.04,0.00,17,-,Java,114,0,0,0,0,1,9,64,0,2469,-,jav,21644,0.04
SANCHUI0814,0,0.00,0.00,15,-,C++,64,0,0,0,0,0,0,0,0,16264,-,-,2440,0.00
SCL,0,0.04,0.00,3,-,Java,41,0,0,0,0,1,0,64,0,1771,-,jav,21524,0.03
SPiCa,0,0.00,0.00,1,-,C++,44,0,0,0,0,0,0,0,0,9568,-,-,2280,0.00
SSSSSS,0,0.06,0.00,5,-,Java,66,0,0,0,0,0,5,72,0,2946,-,-,23920,0.05
SWPro,0,0.04,0.01,6,-,Java,37,0,0,0,0,1,0,64,0,1621,-,java,21460,0.03
SYAP,0,0.04,0.00,22,-,Java,177,0,0,0,0,1,16,64,0,6068,-,java,21384,0.03
Safadurimo,0,0.00,0.00,24,-,C++,96,0,0,0,0,0,1,0,0,23800,-,-,2496,0.00
Sajay,-,-,-,18,-,C++,80,-,1,-,-,-1,0,-,-,-,Unknown error,-,-,-
Salls,0,0.00,0.00,9,-,C++,38,0,0,0,0,0,1,0,0,28168,-,-,2392,0.00
Sameth,0,0.00,0.00,5,-,C++,44,0,0,0,0,0,2,0,0,15144,-,-,2708,0.00
Samjay,0,0.04,0.00,21,-,Java,166,0,0,0,0,1,2,64,0,2433,-,java,21432,0.03
Sammarize,0,0.00,0.00,6,-,C++,25,0,0,0,0,0,0,0,0,16632,-,-,2680,0.00
Sammax,0,0.00,0.00,25,-,C++,106,0,0,0,0,0,16,0,0,25712,-,-,2572,0.00
Samsaray,0,0.43,0.00,3,-,C++,37,0,0,0,0,0,6,137304,0,16928,-,-,2612,0.42
SanSiroWaltz,0,0.16,0.00,6,-,C++,55,0,0,0,0,0,0,0,0,8328,-,-,2372,0.11
Sanityking,0,0.00,0.00,5,-,C++,67,0,1,0,0,127,10,0,0,-,Unknown error,Command not found,1348,0.00
Scharrels,0,0.04,0.01,10,-,Java,101,0,0,0,0,1,0,64,0,3721,-,java.io.FileNotFoundException:,21736,0.03
Scintillo,0,1.55,0.00,29,-,C++,80,0,0,0,0,0,0,0,0,23000,-,-,2480,1.52
SerLis,0,0.00,0.00,4,-,C++,70,0,0,0,0,134,0,0,0,27352,-,underflow error reading the file,2624,0.00
SerVasilich,-,-,-,5,-,C++,20,-,1,-,-,-1,0,-,-,-,No such file or directory,-,-,-
SergGr,0,0.02,0.00,13,2.7,Python,56,0,0,0,0,0,6,8,0,2344,-,-,9132,0.02
SergeyLazarev,0,0.10,0.00,6,-,Java,44,0,0,0,0,0,5,72,0,1460,-,-,30376,0.08
SergeyMiller,0,0.00,0.00,7,-,C++,53,0,0,0,0,134,0,0,0,40560,-,Unknown,2576,0.00
SevagD,0,0.00,0.00,19,-,C++,56,0,0,0,0,0,0,0,0,12256,-,-,2548,0.00
SeyedParsa,0,0.00,0.00,5,-,C++,42,0,0,0,0,0,1,0,0,11520,-,-,2588,0.00
Sh4rK,0,0.01,0.00,5,3.5,Python,24,0,0,0,0,0,0,0,0,1154,-,-,7912,0.01
Shangke7788,0,0.05,0.00,4,-,C++,64,0,0,0,0,0,2,0,0,11008,-,-,2608,0.04
Sharknevercries,-,-,-,1,-,C++,31,-,1,-,-,-1,0,-,-,-,No such file or directory,-,-,-
Shaunak,0,0.00,0.00,9,-,C,52,8,0,0,0,100,13,0,0,8032,-,Unknown,1340,0.00
Shcherbina,0,0.00,0.00,4,-,C++,101,0,0,0,0,0,1,0,0,24864,-,-,2456,0.00
Shiplu,0,0.00,0.00,1,-,C++,54,0,0,0,0,0,0,0,0,9752,-,-,2744,0.00
Shulik,0,0.00,0.00,10,-,C++,30,0,0,0,0,0,0,0,0,7456,-,-,2412,0.00
Sibi,0,0.00,0.00,11,2.7,Python,20,0,0,0,0,0,1,0,0,825,-,-,6680,0.00
SilenceWalker,0,5.70,0.02,1,-,C++,52,0,0,0,0,0,1,0,0,51272,-,-,120164,5.68
Siliam,0,0.01,0.00,8,2.7,Python,30,0,0,0,0,0,3,8,0,1461,-,-,6932,0.01
SkatingFish,0,0.00,0.00,7,-,C++,53,0,0,0,0,0,8,0,0,10936,-,-,2496,0.00
Skywave,-,-,-,20,2.7,Python,39,-,0,-,-,-15,3,-,-,1822,-,Timeout,-,-
Slimper,0,0.00,0.00,12,-,C++,63,0,0,0,0,0,2,0,0,42144,-,-,2476,0.00
Smam,0,0.01,0.00,7,2.7,Python,29,8,0,0,0,0,0,0,0,1404,-,-,6716,0.01
SmartSchizo,0,0.00,0.00,6,-,C++,31,0,0,0,0,0,1,0,0,16320,-,-,2412,0.00
SmileyFace,0,0.00,0.00,5,-,C++,46,0,0,0,0,0,0,0,0,29288,-,-,2608,0.00
Smylic,0,0.00,0.00,9,-,C++,30,0,0,0,0,0,2,0,0,9912,-,-,2624,0.00
Snipx,-,-,-,25,-,C++,96,-,1,-,-,-1,2,-,-,-,Unknown error,-,-,-
SnowFire,0,0.00,0.00,23,-,C++,93,0,0,0,0,0,0,0,0,134072,-,-,2728,0.00
Solice,0,0.04,0.00,6,-,Java,47,0,0,0,0,1,1,64,0,1771,-,jav,21608,0.04
SoonChunMun,0,0.00,0.00,7,-,C++,27,0,0,0,0,0,0,0,0,10832,-,-,2616,0.00
SoroushE,0,0.88,0.00,7,-,C++,50,0,0,0,0,0,5,0,0,10224,-,-,2508,0.88
Sosunser,0,0.00,0.00,2,-,C++,41,0,0,0,0,0,0,0,0,9896,-,-,2516,0.00
SoulSilver,0,0.00,0.00,5,-,C++,48,0,0,0,0,0,0,0,0,9976,-,-,2440,0.00
SovietUnion,0,0.00,0.00,1,-,C++,33,0,0,0,0,0,10,0,0,9512,-,-,2288,0.00
Spara,0,0.01,0.00,4,2.7,Python,19,0,0,0,0,0,0,8,0,815,-,-,6584,0.00
Spect506,0,0.00,0.00,0,-,C++,38,0,0,0,0,0,0,0,0,16488,-,-,2140,0.00
SpiritsUnite,0,3.02,0.00,6,-,C++,51,0,0,0,0,0,0,0,0,49920,-,-,2596,3.02
Spumote228,0,0.00,0.00,8,-,C++,59,0,0,0,0,0,0,0,0,8680,-,-,2552,0.00
Starzxy,-,-,-,7,-,C++,81,-,0,-,-,-15,0,-,-,10848,-,Timeout,-,-
StefanPochmann,0,0.01,0.00,0,3.5,Python,15,0,0,0,0,0,0,0,0,828,-,-,7784,0.00
StoneDot,0,0.00,0.00,5,-,C++,53,0,0,0,0,0,0,0,0,17568,-,-,2552,0.00
Storm,-,-,-,9,-,C++,52,-,0,-,-,-15,0,-,-,33104,-,Timeout,-,-
StrYk3r,0,4.01,3.10,7,-,C++,43,0,0,0,0,0,5,137240,0,13048,-,-,2632,0.91
